가아,137,196
가다,153,187
사타,187,143
라사,87,192
사아,165,168
카바,165,193
하아,77,179
마나,163,197
하가,102,179
카다,172,186
카카,50,160
라파,113,170
아카,150,166
나가,181,195
차나,102,177
바아,87,192
가하,138,152
바타,180,192
나나,63,141
